stcty,reg,div,stname,ctyname,time,popestimate,popest_nonhisp,popest_hisp,whitea_tot,whitea_nonhisp,whitea_hisp,blacka_tot,blacka_nonhisp,blacka_hisp,aiana_tot,aiana_nonhisp,aiana_hisp,asiaa_tot,asiaa_nonhisp,asiaa_hisp,nhpia_tot,nhpia_nonhisp,nhpia_hisp,twoplus_tot,twoplus_nonhisp,twoplus_hisp
26163,2,3,Michigan,Wayne County,2,2061162,1983955,77207,1114952,1047777,67175,873660,867238,6422,8016,6725,1291,36735,36235,500,622,422,200,27177,25558,1619
26165,2,3,Michigan,Wexford County,2,30484,30177,307,29787,29516,271,60,55,5,226,215,11,129,128,1,9,6,3,273,257,16
26001,2,3,Michigan,Alcona County,3,11706,11624,82,11526,11450,76,22,22,0,71,68,3,21,19,2,0,0,0,66,65,1
26003,2,3,Michigan,Alger County,3,9840,9739,101,8703,8644,59,607,598,9,326,300,26,37,35,2,3,0,3,164,162,2
26005,2,3,Michigan,Allegan County,3,106109,99983,6126,102461,96708,5753,1464,1343,121,603,526,77,616,571,45,59,10,49,906,825,81
26007,2,3,Michigan,Alpena County,3,31292,31108,184,30827,30659,168,84,80,4,122,118,4,108,106,2,0,0,0,151,145,6
26009,2,3,Michigan,Antrim County,3,23268,22973,295,22699,22436,263,53,49,4,250,238,12,28,28,0,29,16,13,209,206,3
26011,2,3,Michigan,Arenac County,3,17299,17063,236,16609,16388,221,328,321,7,162,156,6,48,48,0,2,0,2,150,150,0
26013,2,3,Michigan,Baraga County,3,8741,8659,82,6954,6910,44,464,446,18,1033,1017,16,27,26,1,0,0,0,263,260,3
26015,2,3,Michigan,Barry County,3,56908,56073,835,55821,55035,786,144,141,3,266,237,29,155,154,1,0,0,0,522,506,16
26017,2,3,Michigan,Bay County,3,110122,105771,4351,106199,102167,4032,1438,1358,80,642,529,113,544,534,10,2,0,2,1297,1183,114
26019,2,3,Michigan,Benzie County,3,16112,15878,234,15643,15422,221,46,44,2,256,247,9,28,27,1,1,0,1,138,138,0
26021,2,3,Michigan,Berrien County,3,162611,157724,4887,131611,127178,4433,26278,25998,280,723,651,72,1911,1883,28,115,97,18,1973,1917,56
26023,2,3,Michigan,Branch County,3,45870,44499,1371,43791,42533,1258,1239,1202,37,235,211,24,206,188,18,17,0,17,382,365,17
26025,2,3,Michigan,Calhoun County,3,138093,133732,4361,118005,114088,3917,15249,15017,232,879,792,87,1576,1548,28,14,11,3,2370,2276,94
26027,2,3,Michigan,Cass County,3,51160,49934,1226,46371,45264,1107,3185,3139,46,430,393,37,317,309,8,0,0,0,857,829,28
26029,2,3,Michigan,Charlevoix County,3,26155,25878,277,25339,25097,242,51,48,3,417,396,21,61,61,0,25,17,8,262,259,3
26031,2,3,Michigan,Cheboygan County,3,26567,26368,199,25330,25155,175,71,65,6,674,658,16,52,52,0,0,0,0,440,438,2
26033,2,3,Michigan,Chippewa County,3,38565,37957,608,29648,29241,407,2235,2171,64,5044,4936,108,187,180,7,5,0,5,1446,1429,17
26035,2,3,Michigan,Clare County,3,31377,31039,338,30711,30395,316,108,106,2,226,214,12,84,82,2,3,0,3,245,242,3
26037,2,3,Michigan,Clinton County,3,64967,63263,1704,63326,61699,1627,423,415,8,287,259,28,335,328,7,27,12,15,569,550,19
26039,2,3,Michigan,Crawford County,3,14345,14206,139,13908,13775,133,222,219,3,88,88,0,40,39,1,2,0,2,85,85,0
26041,2,3,Michigan,Delta County,3,38563,38383,180,37081,36917,164,38,37,1,834,823,11,126,124,2,1,0,1,483,482,1
26043,2,3,Michigan,Dickinson County,3,27480,27294,186,27015,26850,165,35,34,1,146,133,13,118,117,1,3,0,3,163,160,3
26045,2,3,Michigan,Eaton County,3,103907,100572,3335,95384,92314,3070,5595,5457,138,467,427,40,1199,1168,31,16,9,7,1246,1197,49
26047,2,3,Michigan,Emmet County,3,31538,31256,282,29930,29692,238,152,144,8,974,945,29,141,139,2,4,0,4,337,336,1
26049,2,3,Michigan,Genesee County,3,436953,426672,10281,332985,324179,8806,89767,89036,731,2484,2208,276,3616,3568,48,135,117,18,7966,7564,402
26051,2,3,Michigan,Gladwin County,3,26126,25862,264,25641,25419,222,40,34,6,154,149,5,64,63,1,29,5,24,198,192,6
26053,2,3,Michigan,Gogebic County,3,17323,17170,153,16445,16309,136,312,305,7,376,367,9,44,43,1,0,0,0,146,146,0
26055,2,3,Michigan,Grand Traverse County,3,77977,76824,1153,75839,74748,1091,335,317,18,719,690,29,405,404,1,7,2,5,672,663,9
26057,2,3,Michigan,Gratiot County,3,42312,40434,1878,39923,38152,1771,1647,1606,41,242,205,37,157,155,2,7,0,7,336,316,20
26059,2,3,Michigan,Hillsdale County,3,46688,46134,554,45814,45291,523,217,206,11,166,157,9,162,159,3,2,0,2,327,321,6
26061,2,3,Michigan,Houghton County,3,36000,35757,243,34549,34338,211,345,337,8,195,180,15,672,667,5,4,4,0,235,231,4
26063,2,3,Michigan,Huron County,3,36052,35458,594,35523,34955,568,66,66,0,109,95,14,134,133,1,0,0,0,220,209,11
26065,2,3,Michigan,Ingham County,3,279550,263195,16355,229645,215409,14236,31239,30057,1182,1644,1381,263,10566,10461,105,167,147,20,6289,5740,549
26067,2,3,Michigan,Ionia County,3,61667,59950,1717,57541,56008,1533,2897,2822,75,350,292,58,209,199,10,6,0,6,664,629,35
26069,2,3,Michigan,Iosco County,3,27336,27060,276,26648,26412,236,112,106,6,186,169,17,124,123,1,7,1,6,259,249,10
26071,2,3,Michigan,Iron County,3,13112,13029,83,12719,12640,79,148,146,2,128,126,2,26,26,0,0,0,0,91,91,0
26073,2,3,Michigan,Isabella County,3,63368,61939,1429,58608,57453,1155,1267,1232,35,1757,1580,177,919,895,24,30,19,11,787,760,27
26075,2,3,Michigan,Jackson County,3,158730,155216,3514,142192,139069,3123,12693,12465,228,660,596,64,874,868,6,81,68,13,2230,2150,80
26077,2,3,Michigan,Kalamazoo County,3,238877,232524,6353,205318,199778,5540,23642,23180,462,1031,927,104,4501,4454,47,105,96,9,4280,4089,191
26079,2,3,Michigan,Kalkaska County,3,16627,16480,147,16287,16156,131,37,36,1,129,122,7,41,41,0,5,0,5,128,125,3
26081,2,3,Michigan,Kent County,3,576220,535419,40801,498822,462905,35917,53439,50695,2744,3267,2624,643,10918,10678,240,512,332,180,9262,8185,1077
26083,2,3,Michigan,Keweenaw County,3,2309,2290,19,2210,2199,11,87,83,4,2,1,1,2,2,0,0,0,0,8,5,3
26085,2,3,Michigan,Lake County,3,11392,11205,187,9813,9656,157,1300,1280,20,117,114,3,14,14,0,3,0,3,145,141,4
26087,2,3,Michigan,Lapeer County,3,88314,85560,2754,86180,83543,2637,732,714,18,356,312,44,350,337,13,1,0,1,695,654,41
26089,2,3,Michigan,Leelanau County,3,21264,20570,694,20243,19626,617,57,52,5,782,717,65,54,54,0,3,0,3,125,121,4
26091,2,3,Michigan,Lenawee County,3,99109,92149,6960,95079,88523,6556,2209,2042,167,450,349,101,475,456,19,1,0,1,895,779,116
26093,2,3,Michigan,Livingston County,3,158470,156475,1995,154648,152797,1851,749,733,16,697,636,61,928,920,8,72,60,12,1376,1329,47
26095,2,3,Michigan,Luce County,3,7009,6877,132,5884,5806,78,561,531,30,403,385,18,31,29,2,2,0,2,128,126,2
26097,2,3,Michigan,Mackinac County,3,11922,11815,107,9648,9563,85,24,23,1,1671,1654,17,37,36,1,2,0,2,540,539,1
26099,2,3,Michigan,Macomb County,3,790861,778294,12567,739860,728294,11566,21692,21419,273,2564,2297,267,17527,17395,132,180,166,14,9038,8723,315
26101,2,3,Michigan,Manistee County,3,24638,23998,640,23562,22975,587,453,434,19,314,294,20,83,80,3,5,0,5,221,215,6
26103,2,3,Michigan,Marquette County,3,64614,64172,442,61734,61337,397,889,876,13,964,943,21,327,322,5,5,2,3,695,692,3
26105,2,3,Michigan,Mason County,3,28337,27477,860,27501,26688,813,246,233,13,217,199,18,72,72,0,1,0,1,300,285,15
26107,2,3,Michigan,Mecosta County,3,40659,40145,514,37930,37463,467,1537,1521,16,259,245,14,363,357,6,14,10,4,556,549,7
26109,2,3,Michigan,Menominee County,3,25292,25105,187,24421,24277,144,45,45,0,582,541,41,55,55,0,0,0,0,189,187,2
26111,2,3,Michigan,Midland County,3,83025,81744,1281,79804,78600,1204,938,910,28,340,313,27,1262,1251,11,7,7,0,674,663,11
26113,2,3,Michigan,Missaukee County,3,14551,14381,170,14281,14119,162,40,38,2,75,71,4,36,36,0,0,0,0,119,117,2
26115,2,3,Michigan,Monroe County,3,146479,143330,3149,140954,138046,2908,2861,2748,113,425,376,49,686,683,3,0,0,0,1553,1477,76
26117,2,3,Michigan,Montcalm County,3,61443,60013,1430,58825,57548,1277,1390,1359,31,379,339,40,160,155,5,75,26,49,614,586,28
26119,2,3,Michigan,Montmorency County,3,10376,10308,68,10246,10182,64,35,35,0,39,37,2,8,8,0,0,0,0,48,46,2
26121,2,3,Michigan,Muskegon County,3,170520,164482,6038,141089,135713,5376,24418,24145,273,1462,1258,204,719,706,13,24,6,18,2808,2654,154
26123,2,3,Michigan,Newaygo County,3,48022,46176,1846,46481,44737,1744,611,573,38,323,290,33,140,137,3,8,0,8,459,439,20
26125,2,3,Michigan,Oakland County,3,1196615,1167341,29274,1004290,978199,26091,122895,121212,1683,3455,3002,453,50931,50676,255,295,274,21,14749,13978,771
26127,2,3,Michigan,Oceana County,3,26970,23813,3157,26208,23204,3004,115,98,17,310,247,63,75,70,5,24,2,22,238,192,46
26129,2,3,Michigan,Ogemaw County,3,21690,21436,254,21217,20982,235,42,41,1,129,121,8,91,91,0,2,0,2,209,201,8
26131,2,3,Michigan,Ontonagon County,3,7802,7744,58,7636,7579,57,8,8,0,75,74,1,15,15,0,1,1,0,67,67,0
26133,2,3,Michigan,Osceola County,3,23243,23008,235,22758,22542,216,98,96,2,114,108,6,49,47,2,2,0,2,222,215,7
26135,2,3,Michigan,Oscoda County,3,9421,9333,88,9266,9188,78,17,17,0,72,65,7,2,2,0,1,0,1,63,61,2
26137,2,3,Michigan,Otsego County,3,23427,23251,176,22913,22749,164,51,51,0,162,153,9,85,85,0,0,0,0,216,213,3
26139,2,3,Michigan,Ottawa County,3,239473,222551,16922,228086,212139,15947,2717,2413,304,994,739,255,5182,5096,86,49,43,6,2445,2121,324
26141,2,3,Michigan,Presque Isle County,3,14374,14296,78,14145,14075,70,63,62,1,77,75,2,22,22,0,2,0,2,65,62,3
26143,2,3,Michigan,Roscommon County,3,25528,25323,205,25097,24903,194,97,96,1,159,152,7,51,51,0,4,2,2,120,119,1
26145,2,3,Michigan,Saginaw County,3,209948,195770,14178,164814,152130,12684,39728,38849,879,957,740,217,1728,1663,65,78,43,35,2643,2345,298
26147,2,3,Michigan,St. Clair County,3,164704,161061,3643,157793,154526,3267,3551,3421,130,866,748,118,658,642,16,18,4,14,1818,1720,98
26149,2,3,Michigan,St. Joseph County,3,62534,60042,2492,59537,57186,2351,1675,1613,62,251,223,28,382,371,11,2,0,2,687,649,38
26151,2,3,Michigan,Sanilac County,3,44538,43295,1243,43789,42584,1205,139,135,4,156,149,7,117,114,3,1,0,1,336,313,23
26153,2,3,Michigan,Schoolcraft County,3,8914,8832,82,7957,7894,63,158,153,5,536,523,13,42,42,0,0,0,0,221,220,1
26155,2,3,Michigan,Shiawassee County,3,71701,70382,1319,70297,69084,1213,171,160,11,333,292,41,208,204,4,10,0,10,682,642,40
26157,2,3,Michigan,Tuscola County,3,58287,56955,1332,56615,55343,1272,660,650,10,349,321,28,175,172,3,7,0,7,481,469,12
26159,2,3,Michigan,Van Buren County,3,76349,70694,5655,70060,64707,5353,4119,4012,107,745,660,85,225,219,6,6,0,6,1194,1096,98
26161,2,3,Michigan,Washtenaw County,3,324418,315482,8936,255069,247265,7804,40563,39974,589,1227,1069,158,20992,20888,104,133,128,5,6434,6158,276
26163,2,3,Michigan,Wayne County,3,2059196,1981274,77922,1110643,1043285,67358,874736,868352,6384,8091,6883,1208,36891,36398,493,644,485,159,28191,25871,2320
26165,2,3,Michigan,Wexford County,3,30544,30242,302,29852,29575,277,74,70,4,218,207,11,134,133,1,3,0,3,263,257,6
26001,2,3,Michigan,Alcona County,4,11736,11652,84,11541,11462,79,39,39,0,72,69,3,19,19,0,2,0,2,63,63,0
26003,2,3,Michigan,Alger County,4,9840,9736,104,8697,8635,62,610,601,9,326,300,26,38,36,2,3,0,3,166,164,2
26005,2,3,Michigan,Allegan County,4,107919,101665,6254,104035,98160,5875,1603,1480,123,616,541,75,659,611,48,65,14,51,941,859,82
26007,2,3,Michigan,Alpena County,4,31217,31028,189,30727,30553,174,103,99,4,121,115,6,123,121,2,0,0,0,143,140,3
26009,2,3,Michigan,Antrim County,4,23480,23188,292,22859,22603,256,81,77,4,250,238,12,40,40,0,32,17,15,218,213,5
26011,2,3,Michigan,Arenac County,4,17274,17030,244,16596,16367,229,331,324,7,155,149,6,51,51,0,1,0,1,140,139,1
26013,2,3,Michigan,Baraga County,4,8767,8680,87,6912,6868,44,537,520,17,1022,1006,16,34,32,2,2,0,2,260,254,6
26015,2,3,Michigan,Barry County,4,57490,56592,898,56294,55447,847,185,182,3,279,249,30,175,175,0,0,0,0,557,539,18
26017,2,3,Michigan,Bay County,4,109748,105440,4308,105846,101861,3985,1454,1372,82,650,542,108,506,494,12,0,0,0,1292,1171,121
26019,2,3,Michigan,Benzie County,4,16489,16259,230,16001,15785,216,78,77,1,241,229,12,31,31,0,0,0,0,138,137,1
26021,2,3,Michigan,Berrien County,4,162139,157118,5021,131398,126839,4559,25892,25611,281,722,653,69,1980,1953,27,117,95,22,2030,1967,63
26023,2,3,Michigan,Branch County,4,45951,44597,1354,43850,42608,1242,1263,1227,36,225,198,27,217,204,13,17,0,17,379,360,19
26025,2,3,Michigan,Calhoun County,4,138379,133978,4401,118089,114137,3952,15271,15042,229,886,796,90,1668,1641,27,19,14,5,2446,2348,98
26027,2,3,Michigan,Cass County,4,51352,50175,1177,46636,45575,1061,3108,3061,47,418,382,36,324,316,8,0,0,0,866,841,25
26029,2,3,Michigan,Charlevoix County,4,26415,26125,290,25515,25261,254,89,87,2,432,411,21,71,70,1,27,18,9,281,278,3
26031,2,3,Michigan,Cheboygan County,4,26947,26730,217,25693,25502,191,108,102,6,644,627,17,54,54,0,1,0,1,447,445,2
26033,2,3,Michigan,Chippewa County,4,38516,37882,634,29670,29256,414,2214,2151,63,5014,4901,113,186,175,11,7,0,7,1425,1399,26
26035,2,3,Michigan,Clare County,4,31390,31045,345,30715,30390,325,115,112,3,231,219,12,84,82,2,0,0,0,245,242,3
26037,2,3,Michigan,Clinton County,4,65689,64021,1668,63869,62276,1593,538,531,7,282,254,28,362,358,4,25,8,17,613,594,19
26039,2,3,Michigan,Crawford County,4,14502,14341,161,14019,13868,151,243,237,6,87,87,0,66,66,0,3,0,3,84,83,1
26041,2,3,Michigan,Delta County,4,38437,38249,188,36949,36781,168,51,50,1,833,819,14,114,113,1,4,1,3,486,485,1
26043,2,3,Michigan,Dickinson County,4,27278,27086,192,26803,26635,168,37,36,1,146,133,13,126,123,3,4,0,4,162,159,3
26045,2,3,Michigan,Eaton County,4,104671,101183,3488,95784,92566,3218,5824,5675,149,459,417,42,1299,1267,32,18,14,4,1287,1244,43
26047,2,3,Michigan,Emmet County,4,32154,31863,291,30492,30249,243,164,156,8,1000,973,27,141,136,5,6,0,6,351,349,2
26049,2,3,Michigan,Genesee County,4,438809,428443,10366,334763,325874,8889,89420,88694,726,2494,2218,276,3864,3814,50,138,119,19,8130,7724,406
26051,2,3,Michigan,Gladwin County,4,26424,26149,275,25947,25712,235,46,41,5,134,129,5,68,64,4,22,4,18,207,199,8
26053,2,3,Michigan,Gogebic County,4,17732,17536,196,16409,16240,169,728,714,14,382,372,10,51,50,1,1,0,1,161,160,1
26055,2,3,Michigan,Grand Traverse County,4,79882,78717,1165,77298,76196,1102,587,569,18,771,742,29,449,448,1,5,1,4,772,761,11
26057,2,3,Michigan,Gratiot County,4,42367,40550,1817,39874,38169,1705,1703,1662,41,252,215,37,185,180,5,7,0,7,346,324,22
26059,2,3,Michigan,Hillsdale County,4,46726,46128,598,45834,45268,566,221,209,12,173,164,9,169,166,3,2,0,2,327,321,6
26061,2,3,Michigan,Houghton County,4,35789,35543,246,34357,34145,212,354,344,10,194,180,14,648,643,5,3,3,0,233,228,5
26063,2,3,Michigan,Huron County,4,35689,35102,587,35155,34594,561,69,68,1,111,99,12,139,137,2,0,0,0,215,204,11
26065,2,3,Michigan,Ingham County,4,280562,264253,16309,229546,215366,14180,31688,30507,1181,1663,1397,266,10996,10887,109,171,148,23,6498,5948,550
26067,2,3,Michigan,Ionia County,4,62067,60367,1700,57900,56403,1497,2879,2804,75,359,301,58,224,213,11,7,0,7,698,646,52
26069,2,3,Michigan,Iosco County,4,27196,26928,268,26462,26231,231,148,142,6,192,176,16,123,122,1,9,3,6,262,254,8
26071,2,3,Michigan,Iron County,4,12922,12840,82,12540,12462,78,151,149,2,121,119,2,26,26,0,0,0,0,84,84,0
26073,2,3,Michigan,Isabella County,4,63818,62346,1472,58987,57788,1199,1288,1253,35,1754,1572,182,986,960,26,30,22,8,773,751,22
26075,2,3,Michigan,Jackson County,4,159849,156158,3691,143326,140049,3277,12648,12407,241,650,584,66,876,868,8,76,62,14,2273,2188,85
26077,2,3,Michigan,Kalamazoo County,4,239322,232936,6386,205518,199939,5579,23599,23141,458,1015,915,100,4703,4655,48,111,102,9,4376,4184,192
26079,2,3,Michigan,Kalkaska County,4,16836,16698,138,16468,16344,124,62,61,1,134,127,7,41,41,0,4,0,4,127,125,2
26081,2,3,Michigan,Kent County,4,581951,538679,43272,503227,465005,38222,54120,51277,2843,3215,2574,641,11293,11041,252,529,342,187,9567,8440,1127
26083,2,3,Michigan,Keweenaw County,4,2288,2269,19,2208,2196,12,70,67,3,1,0,1,2,2,0,0,0,0,7,4,3
26085,2,3,Michigan,Lake County,4,11628,11428,200,9938,9769,169,1390,1369,21,124,118,6,19,19,0,3,0,3,154,153,1
26087,2,3,Michigan,Lapeer County,4,89479,86566,2913,87284,84485,2799,768,749,19,345,303,42,372,360,12,1,0,1,709,669,40
26089,2,3,Michigan,Leelanau County,4,21508,20810,698,20404,19785,619,87,82,5,827,761,66,54,53,1,3,0,3,133,129,4
26091,2,3,Michigan,Lenawee County,4,99720,92701,7019,95655,89049,6606,2198,2029,169,451,345,106,508,485,23,1,0,1,907,793,114
26093,2,3,Michigan,Livingston County,4,163815,161641,2174,159718,157695,2023,798,778,20,721,659,62,1027,1018,9,82,70,12,1469,1421,48
26095,2,3,Michigan,Luce County,4,7067,6944,123,5927,5854,73,558,530,28,412,395,17,34,32,2,2,0,2,134,133,1
26097,2,3,Michigan,Mackinac County,4,11732,11624,108,9513,9427,86,46,46,0,1606,1587,19,38,36,2,1,0,1,528,528,0
26099,2,3,Michigan,Macomb County,4,799886,786745,13141,743012,730913,12099,25235,24956,279,2574,2301,273,19304,19165,139,205,188,17,9556,9222,334
26101,2,3,Michigan,Manistee County,4,24813,24222,591,23691,23151,540,435,416,19,350,330,20,101,97,4,4,0,4,232,228,4
26103,2,3,Michigan,Marquette County,4,64607,64155,452,61730,61322,408,888,875,13,951,930,21,339,335,4,3,0,3,696,693,3
26105,2,3,Michigan,Mason County,4,28473,27588,885,27653,26814,839,224,211,13,218,201,17,74,74,0,1,0,1,303,288,15
26107,2,3,Michigan,Mecosta County,4,40900,40374,526,38186,37708,478,1515,1497,18,243,229,14,378,372,6,13,10,3,565,558,7
26109,2,3,Michigan,Menominee County,4,25250,25049,201,24363,24203,160,82,82,0,558,518,40,59,59,0,0,0,0,188,187,1
26111,2,3,Michigan,Midland County,4,83772,82465,1307,80425,79201,1224,983,953,30,334,304,30,1329,1319,10,11,11,0,690,677,13
26113,2,3,Michigan,Missaukee County,4,14726,14543,183,14433,14258,175,68,66,2,71,67,4,37,37,0,0,0,0,117,115,2
26115,2,3,Michigan,Monroe County,4,147915,144787,3128,142248,139356,2892,2852,2740,112,417,371,46,807,799,8,0,0,0,1591,1521,70
26117,2,3,Michigan,Montcalm County,4,61979,60382,1597,59318,57889,1429,1392,1359,33,371,327,44,189,181,8,77,32,45,632,594,38
26119,2,3,Michigan,Montmorency County,4,10447,10363,84,10307,10228,79,49,49,0,35,34,1,9,8,1,0,0,0,47,44,3
26121,2,3,Michigan,Muskegon County,4,171366,165166,6200,141958,136442,5516,24330,24051,279,1466,1254,212,732,714,18,24,5,19,2856,2700,156
26123,2,3,Michigan,Newaygo County,4,48741,46835,1906,47120,45319,1801,641,604,37,345,310,35,149,145,4,7,0,7,479,457,22
26125,2,3,Michigan,Oakland County,4,1202560,1172915,29645,1001904,975377,26527,127006,125350,1656,3433,2997,436,54685,54425,260,317,291,26,15215,14475,740
26127,2,3,Michigan,Oceana County,4,27195,23875,3320,26425,23254,3171,118,101,17,314,248,66,80,75,5,22,2,20,236,195,41
26129,2,3,Michigan,Ogemaw County,4,21732,21475,257,21223,20987,236,67,66,1,129,121,8,95,94,1,3,0,3,215,207,8
26131,2,3,Michigan,Ontonagon County,4,7731,7674,57,7537,7482,55,28,28,0,76,74,2,15,15,0,2,2,0,73,73,0
26133,2,3,Michigan,Osceola County,4,23346,23101,245,22817,22591,226,107,105,2,129,124,5,52,50,2,3,0,3,238,231,7
26135,2,3,Michigan,Oscoda County,4,9515,9425,90,9361,9280,81,17,17,0,72,65,7,3,3,0,0,0,0,62,60,2
26137,2,3,Michigan,Otsego County,4,23778,23593,185,23248,23077,171,67,67,0,153,144,9,94,94,0,0,0,0,216,211,5
26139,2,3,Michigan,Ottawa County,4,243514,225983,17531,231702,215132,16570,2810,2514,296,1030,783,247,5373,5292,81,55,49,6,2544,2213,331
26141,2,3,Michigan,Presque Isle County,4,14355,14271,84,14105,14030,75,84,83,1,75,73,2,24,23,1,2,0,2,65,62,3
26143,2,3,Michigan,Roscommon County,4,25749,25540,209,25283,25081,202,124,124,0,151,144,7,63,63,0,3,3,0,125,125,0
26145,2,3,Michigan,Saginaw County,4,209678,195558,14120,163977,151343,12634,40032,39159,873,963,747,216,1875,1809,66,88,50,38,2743,2450,293
26147,2,3,Michigan,St. Clair County,4,166056,162415,3641,159024,155761,3263,3538,3407,131,897,780,117,707,692,15,25,7,18,1865,1768,97
26149,2,3,Michigan,St. Joseph County,4,62501,59835,2666,59459,56960,2499,1656,1592,64,268,234,34,393,379,14,6,0,6,719,670,49
26151,2,3,Michigan,Sanilac County,4,44627,43414,1213,43876,42700,1176,152,148,4,148,139,9,123,118,5,0,0,0,328,309,19
26153,2,3,Michigan,Schoolcraft County,4,8858,8774,84,7924,7858,66,171,165,6,519,507,12,40,40,0,0,0,0,204,204,0
26155,2,3,Michigan,Shiawassee County,4,72067,70744,1323,70665,69438,1227,176,165,11,338,298,40,209,204,5,9,0,9,670,639,31
26157,2,3,Michigan,Tuscola County,4,58347,57003,1344,56682,55403,1279,660,648,12,341,312,29,186,181,5,5,0,5,473,459,14
26159,2,3,Michigan,Van Buren County,4,76818,70824,5994,70629,64970,5659,3966,3851,115,744,657,87,257,248,9,8,0,8,1214,1098,116
26161,2,3,Michigan,Washtenaw County,4,329416,320375,9041,258198,250284,7914,40587,39997,590,1224,1071,153,22633,22529,104,145,139,6,6629,6355,274
26163,2,3,Michigan,Wayne County,4,2050900,1971054,79846,1103544,1034275,69269,870593,864243,6350,8053,6870,1183,39284,38751,533,676,503,173,28750,26412,2338
