stcty,reg,div,stname,ctyname,time,popestimate,popest_nonhisp,popest_hisp,whiteac_tot,whiteac_nonhisp,whiteac_hisp,blackac_tot,blackac_nonhisp,blackac_hisp,aianac_tot,aianac_nonhisp,aianac_hisp,asiaac_tot,asiaac_nonhisp,asiaac_hisp,nhpiac_tot,nhpiac_nonhisp,nhpiac_hisp
39001,2,3,Ohio,Adams County,1,27330,27155,175,27035,26877,158,82,79,3,426,400,26,58,55,3,10,10,0
39003,2,3,Ohio,Allen County,1,108473,106928,1545,94160,92790,1370,14235,14080,155,707,660,47,794,768,26,24,22,2
39005,2,3,Ohio,Ashland County,1,52523,52184,339,51720,51397,323,530,515,15,248,228,20,351,343,8,34,34,0
39007,2,3,Ohio,Ashtabula County,1,102728,100436,2292,98792,96675,2117,3843,3687,156,671,636,35,494,479,15,61,52,9
39009,2,3,Ohio,Athens County,1,62223,61584,639,59240,58663,577,1800,1766,34,611,574,37,1397,1389,8,38,31,7
39011,2,3,Ohio,Auglaize County,1,46611,46301,310,46200,45911,289,221,212,9,265,251,14,243,242,1,22,16,6
39013,2,3,Ohio,Belmont County,1,70226,69952,274,67279,67034,245,2840,2818,22,300,282,18,307,297,10,27,21,6
39015,2,3,Ohio,Brown County,1,42285,42100,185,41745,41581,164,457,444,13,227,212,15,83,79,4,6,6,0
39017,2,3,Ohio,Butler County,1,332807,328036,4771,308757,304383,4374,19133,18860,273,2012,1866,146,5983,5914,69,250,202,48
39019,2,3,Ohio,Carroll County,1,28836,28678,158,28533,28387,146,201,196,5,213,206,7,54,54,0,9,9,0
39021,2,3,Ohio,Champaign County,1,38890,38621,269,37727,37472,255,1123,1116,7,293,280,13,137,135,2,17,14,3
39023,2,3,Ohio,Clark County,1,144742,143043,1699,130290,128791,1499,14123,13966,157,1349,1243,106,1068,1049,19,101,94,7
39025,2,3,Ohio,Clermont County,1,177977,176430,1547,174728,173261,1467,2044,2012,32,1022,965,57,1468,1444,24,69,59,10
39027,2,3,Ohio,Clinton County,1,40543,40277,266,39383,39136,247,1051,1045,6,265,246,19,221,220,1,7,6,1
39029,2,3,Ohio,Columbiana County,1,112075,110766,1309,109047,107854,1193,2824,2762,62,562,517,45,371,349,22,51,46,5
39031,2,3,Ohio,Coshocton County,1,36655,36439,216,36056,35854,202,525,520,5,212,201,11,146,146,0,16,14,2
39033,2,3,Ohio,Crawford County,1,46966,46605,361,46417,46071,346,364,350,14,254,246,8,184,181,3,20,20,0
39035,2,3,Ohio,Cuyahoga County,1,1393978,1346900,47078,975276,935552,39724,396099,389072,7027,8359,7474,885,29734,29180,554,1077,815,262
39037,2,3,Ohio,Darke County,1,53309,52852,457,52858,52414,444,347,342,5,262,243,19,190,188,2,26,24,2
39039,2,3,Ohio,Defiance County,1,39500,36643,2857,38489,35756,2733,865,765,100,242,191,51,177,167,10,17,4,13
39041,2,3,Ohio,Delaware County,1,109989,108880,1109,105142,104113,1029,3273,3198,75,624,603,21,2016,1992,24,76,70,6
39043,2,3,Ohio,Erie County,1,79551,77887,1664,72030,70510,1520,7628,7511,117,519,451,68,413,398,15,20,18,2
39045,2,3,Ohio,Fairfield County,1,122759,121766,993,118186,117283,903,3704,3645,59,820,759,61,1152,1133,19,71,70,1
39047,2,3,Ohio,Fayette County,1,28433,28081,352,27612,27309,303,767,720,47,181,166,15,182,180,2,17,17,0
39049,2,3,Ohio,Franklin County,1,1068978,1044699,24279,833690,812733,20957,205724,202766,2958,9262,8481,781,37760,37336,424,1216,1071,145
39051,2,3,Ohio,Fulton County,1,42084,39662,2422,41620,39282,2338,202,162,40,262,208,54,224,215,9,35,24,11
39053,2,3,Ohio,Gallia County,1,31069,30878,191,29956,29775,181,980,973,7,321,317,4,138,137,1,2,1,1
39055,2,3,Ohio,Geauga County,1,90895,90357,538,89261,88751,510,1296,1278,18,326,304,22,550,545,5,49,49,0
39057,2,3,Ohio,Greene County,1,147886,146073,1813,134586,132964,1622,10548,10371,177,1282,1210,72,3671,3643,28,123,111,12
39059,2,3,Ohio,Guernsey County,1,40792,40538,254,39884,39646,238,858,847,11,399,389,10,183,180,3,10,10,0
39061,2,3,Ohio,Hamilton County,1,845303,835789,9514,628686,620864,7822,204820,203418,1402,5099,4673,426,15905,15708,197,602,514,88
39063,2,3,Ohio,Hancock County,1,71295,69108,2187,69416,67300,2116,1043,971,72,374,336,38,1024,1010,14,32,32,0
39065,2,3,Ohio,Hardin County,1,31945,31697,248,31489,31257,232,301,295,6,217,202,15,181,177,4,6,2,4
39067,2,3,Ohio,Harrison County,1,15856,15797,59,15472,15417,55,452,446,6,58,55,3,26,25,1,3,2,1
39069,2,3,Ohio,Henry County,1,29210,27634,1576,28814,27289,1525,220,205,15,154,112,42,156,147,9,6,1,5
39071,2,3,Ohio,Highland County,1,40875,40659,216,39991,39798,193,748,729,19,283,266,17,170,168,2,24,23,1
39073,2,3,Ohio,Hocking County,1,28241,28117,124,27869,27751,118,322,317,5,292,287,5,62,62,0,3,3,0
39075,2,3,Ohio,Holmes County,1,38943,38651,292,38762,38483,279,162,156,6,108,105,3,47,43,4,6,6,0
39077,2,3,Ohio,Huron County,1,59487,57370,2117,58601,56540,2061,780,742,38,328,301,27,207,200,7,27,18,9
39079,2,3,Ohio,Jackson County,1,32641,32444,197,32261,32088,173,270,269,1,275,246,29,87,86,1,14,12,2
39081,2,3,Ohio,Jefferson County,1,73894,73435,459,69185,68760,425,4600,4584,16,445,416,29,342,333,9,37,30,7
39083,2,3,Ohio,Knox County,1,54500,54129,371,53809,53463,346,507,491,16,371,357,14,243,239,4,23,20,3
39085,2,3,Ohio,Lake County,1,227511,223632,3879,220416,216754,3662,5394,5244,150,885,819,66,2525,2478,47,109,77,32
39087,2,3,Ohio,Lawrence County,1,62319,61964,355,60766,60430,336,1563,1543,20,359,347,12,160,150,10,25,21,4
39089,2,3,Ohio,Licking County,1,145491,144384,1107,141071,140046,1025,3640,3565,75,1074,1024,50,1149,1126,23,78,70,8
39091,2,3,Ohio,Logan County,1,46005,45673,332,44876,44572,304,1081,1064,17,267,257,10,268,261,7,40,37,3
39093,2,3,Ohio,Lorain County,1,284664,264988,19676,256438,238824,17614,27671,25592,2079,2679,2314,365,2376,2260,116,204,114,90
39095,2,3,Ohio,Lucas County,1,455054,434384,20670,368978,350124,18854,82233,80599,1634,3686,3118,568,6964,6810,154,248,182,66
39097,2,3,Ohio,Madison County,1,40213,39919,294,37385,37114,271,2697,2679,18,222,207,15,245,239,6,23,20,3
39099,2,3,Ohio,Mahoning County,1,257555,249915,7640,213823,207432,6391,43163,41886,1277,1573,1390,183,1653,1591,62,125,100,25
39101,2,3,Ohio,Marion County,1,66217,65494,723,61801,61135,666,4115,4069,46,364,356,8,465,455,10,26,22,4
39103,2,3,Ohio,Medina County,1,151095,149696,1399,148466,147131,1335,1714,1681,33,719,672,47,1229,1213,16,56,47,9
39105,2,3,Ohio,Meigs County,1,23072,22934,138,22817,22683,134,228,227,1,210,205,5,40,40,0,1,1,0
39107,2,3,Ohio,Mercer County,1,40924,40454,470,40644,40198,446,73,70,3,254,220,34,141,133,8,17,15,2
39109,2,3,Ohio,Miami County,1,98868,98147,721,95867,95187,680,2427,2399,28,512,498,14,927,907,20,30,24,6
39111,2,3,Ohio,Monroe County,1,15180,15118,62,15097,15042,55,53,49,4,95,92,3,23,20,3,6,6,0
39113,2,3,Ohio,Montgomery County,1,559062,551966,7096,437362,431300,6062,115690,114741,949,3992,3810,182,9310,9134,176,460,409,51
39115,2,3,Ohio,Morgan County,1,14897,14836,61,14274,14218,56,758,754,4,255,254,1,26,26,0,7,7,0
39117,2,3,Ohio,Morrow County,1,31628,31445,183,31389,31214,175,120,117,3,256,247,9,69,68,1,6,6,0
39119,2,3,Ohio,Muskingum County,1,84585,84149,436,80618,80226,392,4184,4145,39,629,611,18,321,319,2,34,32,2
39121,2,3,Ohio,Noble County,1,14058,13998,60,13063,13007,56,958,954,4,73,72,1,16,15,1,0,0,0
39123,2,3,Ohio,Ottawa County,1,40985,39450,1535,40497,38991,1506,361,327,34,208,194,14,130,124,6,27,27,0
39125,2,3,Ohio,Paulding County,1,20293,19681,612,19979,19397,582,283,247,36,168,153,15,45,35,10,6,4,2
39127,2,3,Ohio,Perry County,1,34078,33926,152,33866,33721,145,122,119,3,241,236,5,60,56,4,28,21,7
39129,2,3,Ohio,Pickaway County,1,52727,52394,333,49019,48709,310,3544,3528,16,443,426,17,177,172,5,32,28,4
39131,2,3,Ohio,Pike County,1,27695,27540,155,27175,27034,141,333,327,6,483,473,10,70,70,0,15,15,0
39133,2,3,Ohio,Portage County,1,152061,150968,1093,145500,144493,1007,5565,5501,64,1002,949,53,1569,1553,16,53,45,8
39135,2,3,Ohio,Preble County,1,42337,42156,181,41980,41814,166,200,198,2,242,232,10,149,146,3,15,9,6
39137,2,3,Ohio,Putnam County,1,34726,33205,1521,34534,33047,1487,99,73,26,116,105,11,85,82,3,7,6,1
39139,2,3,Ohio,Richland County,1,128852,127652,1200,115512,114439,1073,13027,12926,101,897,861,36,878,863,15,84,78,6
39141,2,3,Ohio,Ross County,1,73345,72916,429,68209,67819,390,4983,4960,23,661,623,38,393,385,8,49,48,1
39143,2,3,Ohio,Sandusky County,1,61792,57494,4298,59779,55592,4187,2048,1937,111,275,232,43,270,256,14,20,14,6
39145,2,3,Ohio,Scioto County,1,79195,78718,477,76260,75852,408,2416,2387,29,1174,1122,52,280,278,2,47,39,8
39147,2,3,Ohio,Seneca County,1,58683,56711,1972,57206,55347,1859,1385,1301,84,319,249,70,300,290,10,14,13,1
39149,2,3,Ohio,Shelby County,1,47910,47527,383,46580,46222,358,967,954,13,240,224,16,553,545,8,39,39,0
39151,2,3,Ohio,Stark County,1,378098,374606,3492,347155,344026,3129,30227,29924,303,2809,2674,135,2715,2682,33,144,135,9
39153,2,3,Ohio,Summit County,1,542899,538118,4781,461028,457040,3988,75578,74885,693,3606,3373,233,9023,8913,110,299,264,35
39155,2,3,Ohio,Trumbull County,1,225116,223322,1794,205623,204119,1504,18938,18709,229,1224,1159,65,1328,1278,50,112,98,14
39157,2,3,Ohio,Tuscarawas County,1,90914,90264,650,89796,89184,612,889,871,18,456,432,24,309,306,3,62,53,9
39159,2,3,Ohio,Union County,1,40909,40600,309,39423,39142,281,1274,1255,19,262,250,12,289,281,8,18,13,5
39161,2,3,Ohio,Van Wert County,1,29659,29197,462,29327,28871,456,320,315,5,86,80,6,94,87,7,3,3,0
39163,2,3,Ohio,Vinton County,1,12806,12746,60,12691,12633,58,55,54,1,158,153,5,20,20,0,0,0,0
39165,2,3,Ohio,Warren County,1,158383,156750,1633,151592,150075,1517,4711,4619,92,791,748,43,2397,2369,28,119,105,14
39167,2,3,Ohio,Washington County,1,63251,62927,324,62154,61847,307,810,797,13,444,436,8,378,378,0,56,50,6
39169,2,3,Ohio,Wayne County,1,111564,110727,837,108763,108002,761,2129,2088,41,548,509,39,933,914,19,44,37,7
39171,2,3,Ohio,Williams County,1,39188,38139,1049,38572,37566,1006,357,332,25,228,197,31,247,237,10,11,11,0
39173,2,3,Ohio,Wood County,1,121065,117032,4033,117821,113959,3862,1899,1792,107,747,649,98,1524,1496,28,69,58,11
39175,2,3,Ohio,Wyandot County,1,22908,22574,334,22724,22394,330,56,56,0,73,69,4,153,151,2,2,1,1
39001,2,3,Ohio,Adams County,2,27330,27155,175,27035,26877,158,82,79,3,426,400,26,58,55,3,10,10,0
39003,2,3,Ohio,Allen County,2,108473,106928,1545,94160,92790,1370,14235,14080,155,707,660,47,794,768,26,24,22,2
39005,2,3,Ohio,Ashland County,2,52523,52184,339,51720,51397,323,530,515,15,248,228,20,351,343,8,34,34,0
39007,2,3,Ohio,Ashtabula County,2,102728,100436,2292,98792,96675,2117,3843,3687,156,671,636,35,494,479,15,61,52,9
39009,2,3,Ohio,Athens County,2,62223,61584,639,59240,58663,577,1800,1766,34,611,574,37,1397,1389,8,38,31,7
39011,2,3,Ohio,Auglaize County,2,46611,46301,310,46200,45911,289,221,212,9,265,251,14,243,242,1,22,16,6
39013,2,3,Ohio,Belmont County,2,70226,69952,274,67279,67034,245,2840,2818,22,300,282,18,307,297,10,27,21,6
39015,2,3,Ohio,Brown County,2,42285,42100,185,41745,41581,164,457,444,13,227,212,15,83,79,4,6,6,0
39017,2,3,Ohio,Butler County,2,332705,327936,4769,308655,304283,4372,19133,18860,273,2012,1866,146,5983,5914,69,250,202,48
39019,2,3,Ohio,Carroll County,2,28836,28678,158,28533,28387,146,201,196,5,213,206,7,54,54,0,9,9,0
39021,2,3,Ohio,Champaign County,2,38890,38621,269,37727,37472,255,1123,1116,7,293,280,13,137,135,2,17,14,3
39023,2,3,Ohio,Clark County,2,144741,143042,1699,130289,128790,1499,14123,13966,157,1349,1243,106,1068,1049,19,101,94,7
39025,2,3,Ohio,Clermont County,2,177977,176430,1547,174728,173261,1467,2044,2012,32,1022,965,57,1468,1444,24,69,59,10
39027,2,3,Ohio,Clinton County,2,40543,40277,266,39383,39136,247,1051,1045,6,265,246,19,221,220,1,7,6,1
39029,2,3,Ohio,Columbiana County,2,112075,110766,1309,109047,107854,1193,2824,2762,62,562,517,45,371,349,22,51,46,5
39031,2,3,Ohio,Coshocton County,2,36655,36439,216,36056,35854,202,525,520,5,212,201,11,146,146,0,16,14,2
39033,2,3,Ohio,Crawford County,2,46966,46605,361,46417,46071,346,364,350,14,254,246,8,184,181,3,20,20,0
39035,2,3,Ohio,Cuyahoga County,2,1393845,1346771,47074,975169,935449,39720,396088,389061,7027,8359,7474,885,29716,29162,554,1077,815,262
39037,2,3,Ohio,Darke County,2,53309,52852,457,52858,52414,444,347,342,5,262,243,19,190,188,2,26,24,2
39039,2,3,Ohio,Defiance County,2,39500,36643,2857,38489,35756,2733,865,765,100,242,191,51,177,167,10,17,4,13
39041,2,3,Ohio,Delaware County,2,109989,108880,1109,105142,104113,1029,3273,3198,75,624,603,21,2016,1992,24,76,70,6
39043,2,3,Ohio,Erie County,2,79551,77887,1664,72030,70510,1520,7628,7511,117,519,451,68,413,398,15,20,18,2
39045,2,3,Ohio,Fairfield County,2,122881,121888,993,118308,117405,903,3704,3645,59,820,759,61,1152,1133,19,71,70,1
39047,2,3,Ohio,Fayette County,2,28433,28081,352,27612,27309,303,767,720,47,181,166,15,182,180,2,17,17,0
39049,2,3,Ohio,Franklin County,2,1068869,1044590,24279,833581,812624,20957,205724,202766,2958,9262,8481,781,37760,37336,424,1216,1071,145
39051,2,3,Ohio,Fulton County,2,42084,39662,2422,41620,39282,2338,202,162,40,262,208,54,224,215,9,35,24,11
39053,2,3,Ohio,Gallia County,2,31069,30878,191,29956,29775,181,980,973,7,321,317,4,138,137,1,2,1,1
39055,2,3,Ohio,Geauga County,2,90895,90357,538,89261,88751,510,1296,1278,18,326,304,22,550,545,5,49,49,0
39057,2,3,Ohio,Greene County,2,147886,146073,1813,134586,132964,1622,10548,10371,177,1282,1210,72,3671,3643,28,123,111,12
39059,2,3,Ohio,Guernsey County,2,40792,40538,254,39884,39646,238,858,847,11,399,389,10,183,180,3,10,10,0
39061,2,3,Ohio,Hamilton County,2,845303,835789,9514,628686,620864,7822,204820,203418,1402,5099,4673,426,15905,15708,197,602,514,88
39063,2,3,Ohio,Hancock County,2,71295,69108,2187,69416,67300,2116,1043,971,72,374,336,38,1024,1010,14,32,32,0
39065,2,3,Ohio,Hardin County,2,31945,31697,248,31489,31257,232,301,295,6,217,202,15,181,177,4,6,2,4
39067,2,3,Ohio,Harrison County,2,15856,15797,59,15472,15417,55,452,446,6,58,55,3,26,25,1,3,2,1
39069,2,3,Ohio,Henry County,2,29210,27634,1576,28814,27289,1525,220,205,15,154,112,42,156,147,9,6,1,5
39071,2,3,Ohio,Highland County,2,40875,40659,216,39991,39798,193,748,729,19,283,266,17,170,168,2,24,23,1
39073,2,3,Ohio,Hocking County,2,28241,28117,124,27869,27751,118,322,317,5,292,287,5,62,62,0,3,3,0
39075,2,3,Ohio,Holmes County,2,38943,38651,292,38762,38483,279,162,156,6,108,105,3,47,43,4,6,6,0
39077,2,3,Ohio,Huron County,2,59487,57370,2117,58601,56540,2061,780,742,38,328,301,27,207,200,7,27,18,9
39079,2,3,Ohio,Jackson County,2,32641,32444,197,32261,32088,173,270,269,1,275,246,29,87,86,1,14,12,2
39081,2,3,Ohio,Jefferson County,2,73894,73435,459,69185,68760,425,4600,4584,16,445,416,29,342,333,9,37,30,7
39083,2,3,Ohio,Knox County,2,54503,54132,371,53812,53466,346,507,491,16,371,357,14,243,239,4,23,20,3
39085,2,3,Ohio,Lake County,2,227511,223632,3879,220416,216754,3662,5394,5244,150,885,819,66,2525,2478,47,109,77,32
39087,2,3,Ohio,Lawrence County,2,62319,61964,355,60766,60430,336,1563,1543,20,359,347,12,160,150,10,25,21,4
39089,2,3,Ohio,Licking County,2,145619,144512,1107,141199,140174,1025,3640,3565,75,1074,1024,50,1149,1126,23,78,70,8
39091,2,3,Ohio,Logan County,2,46005,45673,332,44876,44572,304,1081,1064,17,267,257,10,268,261,7,40,37,3
39093,2,3,Ohio,Lorain County,2,284664,264988,19676,256438,238824,17614,27671,25592,2079,2679,2314,365,2376,2260,116,204,114,90
39095,2,3,Ohio,Lucas County,2,455054,434384,20670,368978,350124,18854,82233,80599,1634,3686,3118,568,6964,6810,154,248,182,66
39097,2,3,Ohio,Madison County,2,40213,39919,294,37385,37114,271,2697,2679,18,222,207,15,245,239,6,23,20,3
39099,2,3,Ohio,Mahoning County,2,257555,249915,7640,213823,207432,6391,43163,41886,1277,1573,1390,183,1653,1591,62,125,100,25
39101,2,3,Ohio,Marion County,2,66209,65486,723,61793,61127,666,4115,4069,46,364,356,8,465,455,10,26,22,4
39103,2,3,Ohio,Medina County,2,151095,149696,1399,148466,147131,1335,1714,1681,33,719,672,47,1229,1213,16,56,47,9
39105,2,3,Ohio,Meigs County,2,23072,22934,138,22817,22683,134,228,227,1,210,205,5,40,40,0,1,1,0
39107,2,3,Ohio,Mercer County,2,40924,40454,470,40644,40198,446,73,70,3,254,220,34,141,133,8,17,15,2
39109,2,3,Ohio,Miami County,2,98868,98147,721,95867,95187,680,2427,2399,28,512,498,14,927,907,20,30,24,6
39111,2,3,Ohio,Monroe County,2,15180,15118,62,15097,15042,55,53,49,4,95,92,3,23,20,3,6,6,0
39113,2,3,Ohio,Montgomery County,2,559062,551966,7096,437362,431300,6062,115690,114741,949,3992,3810,182,9310,9134,176,460,409,51
39115,2,3,Ohio,Morgan County,2,14897,14836,61,14274,14218,56,758,754,4,255,254,1,26,26,0,7,7,0
39117,2,3,Ohio,Morrow County,2,31628,31445,183,31389,31214,175,120,117,3,256,247,9,69,68,1,6,6,0
39119,2,3,Ohio,Muskingum County,2,84585,84149,436,80618,80226,392,4184,4145,39,629,611,18,321,319,2,34,32,2
39121,2,3,Ohio,Noble County,2,14058,13998,60,13063,13007,56,958,954,4,73,72,1,16,15,1,0,0,0
39123,2,3,Ohio,Ottawa County,2,40985,39450,1535,40497,38991,1506,361,327,34,208,194,14,130,124,6,27,27,0
39125,2,3,Ohio,Paulding County,2,20293,19681,612,19979,19397,582,283,247,36,168,153,15,45,35,10,6,4,2
39127,2,3,Ohio,Perry County,2,34078,33926,152,33866,33721,145,122,119,3,241,236,5,60,56,4,28,21,7
39129,2,3,Ohio,Pickaway County,2,52727,52394,333,49019,48709,310,3544,3528,16,443,426,17,177,172,5,32,28,4
39131,2,3,Ohio,Pike County,2,27695,27540,155,27175,27034,141,333,327,6,483,473,10,70,70,0,15,15,0
39133,2,3,Ohio,Portage County,2,152061,150968,1093,145500,144493,1007,5565,5501,64,1002,949,53,1569,1553,16,53,45,8
39135,2,3,Ohio,Preble County,2,42337,42156,181,41980,41814,166,200,198,2,242,232,10,149,146,3,15,9,6
39137,2,3,Ohio,Putnam County,2,34726,33205,1521,34534,33047,1487,99,73,26,116,105,11,85,82,3,7,6,1
39139,2,3,Ohio,Richland County,2,128852,127652,1200,115512,114439,1073,13027,12926,101,897,861,36,878,863,15,84,78,6
39141,2,3,Ohio,Ross County,2,73345,72916,429,68209,67819,390,4983,4960,23,661,623,38,393,385,8,49,48,1
39143,2,3,Ohio,Sandusky County,2,61792,57494,4298,59779,55592,4187,2048,1937,111,275,232,43,270,256,14,20,14,6
39145,2,3,Ohio,Scioto County,2,79195,78718,477,76260,75852,408,2416,2387,29,1174,1122,52,280,278,2,47,39,8
39147,2,3,Ohio,Seneca County,2,58683,56711,1972,57206,55347,1859,1385,1301,84,319,249,70,300,290,10,14,13,1
39149,2,3,Ohio,Shelby County,2,47910,47527,383,46580,46222,358,967,954,13,240,224,16,553,545,8,39,39,0
39151,2,3,Ohio,Stark County,2,378098,374606,3492,347155,344026,3129,30227,29924,303,2809,2674,135,2715,2682,33,144,135,9
39153,2,3,Ohio,Summit County,2,542899,538118,4781,461028,457040,3988,75578,74885,693,3606,3373,233,9023,8913,110,299,264,35
39155,2,3,Ohio,Trumbull County,2,225116,223322,1794,205623,204119,1504,18938,18709,229,1224,1159,65,1328,1278,50,112,98,14
39157,2,3,Ohio,Tuscarawas County,2,90914,90264,650,89796,89184,612,889,871,18,456,432,24,309,306,3,62,53,9
39159,2,3,Ohio,Union County,2,40909,40600,309,39423,39142,281,1274,1255,19,262,250,12,289,281,8,18,13,5
39161,2,3,Ohio,Van Wert County,2,29659,29197,462,29327,28871,456,320,315,5,86,80,6,94,87,7,3,3,0
39163,2,3,Ohio,Vinton County,2,12806,12746,60,12691,12633,58,55,54,1,158,153,5,20,20,0,0,0,0
39165,2,3,Ohio,Warren County,2,158486,156851,1635,151695,150176,1519,4711,4619,92,791,748,43,2397,2369,28,119,105,14
39167,2,3,Ohio,Washington County,2,63251,62927,324,62154,61847,307,810,797,13,444,436,8,378,378,0,56,50,6
39169,2,3,Ohio,Wayne County,2,111564,110727,837,108763,108002,761,2129,2088,41,548,509,39,933,914,19,44,37,7
